uid,name,bannedOnFlea,haveMarketData,tags/0,shortName,price,basePrice,avg24hPrice,avg7daysPrice,traderName,traderPrice,traderPriceCur,traderPriceRub,updated,slots,diff24h,diff7days,icon,link,wikiLink,img,imgBig,bsgId,isFunctional,reference,tags/1,tags/2
00108042-0e8d-4c68-9829-c536446d5abd,Money case,false,true,Containers,Money,398201,398201,398201,398201,Therapist,250867,₽,250867,2022-09-28T06:49:00.139Z,6,0,0,https://cdn.tarkov-market.app/images/items/money_case_sm.png,https://tarkov-market.com/item/money_case,https://escapefromtarkov.gamepedia.com/Money_case,https://cdn.tarkov-market.app/images/items/money_case_sm.png,https://cdn.tarkov-market.app/images/items/money_case_lg.png,59fb016586f7746d0d4b423a,true,https://www.patreon.com/tarkov_market,,
98dfcb46-6cae-4d1d-81d2-6473f11e1424,Red Rebel ice pick,false,true,Weapon,RedRebel,3700000,1106630,3745912,3521845,Jaeger,663978,₽,663978,2022-10-11T19:58:36.837Z,3,-1.23,5.06,https://cdn.tarkov-market.app/images/items/red_rebel_ice_pick_sm.png?r=2,https://tarkov-market.com/item/red_rebel_ice_pick,https://escapefromtarkov.fandom.com/wiki/Red_Rebel_ice_pick,https://cdn.tarkov-market.app/images/items/red_rebel_ice_pick_sm.png?r=2,https://cdn.tarkov-market.app/images/items/red_rebel_ice_pick_lg.png,5c0126f40db834002a125382,true,https://www.patreon.com/tarkov_market,Melee_weapons,
0080307d-3596-440c-be38-bdded3cbf4cf,Ammunition case,false,true,Containers,Ammo,210000,162552,223581,198332,Therapist,102408,₽,102408,2022-10-11T19:51:49.441Z,4,-6.07,5.88,https://cdn.tarkov-market.app/images/items/ammo_case_sm.png,https://tarkov-market.com/item/ammo_case,https://escapefromtarkov.fandom.com/wiki/Ammunition_case,https://cdn.tarkov-market.app/images/items/ammo_case_sm.png,https://cdn.tarkov-market.app/images/items/ammo_case_lg.png,5aafbde786f774389d0cbc0f,true,https://www.patreon.com/tarkov_market,,
09e22fbe-fd90-4aad-81ea-11b7a9ebdc2b,Intelligence folder,false,true,Barter,Intelligence,185000,69000,177751,185084,Peacekeeper,302,$,34126,2022-10-11T19:58:53.337Z,2,4.08,-0.05,https://cdn.tarkov-market.app/images/items/folder_with_intelligence_sm.png,https://tarkov-market.com/item/folder_with_intelligence,https://escapefromtarkov.gamepedia.com/Folder_with_intelligence,https://cdn.tarkov-market.app/images/items/folder_with_intelligence_sm.png,https://cdn.tarkov-market.app/images/items/folder_with_intelligence_lg.png,5c12613b86f7743bbe2c3f76,true,https://www.patreon.com/tarkov_market,,
5ac84494-465a-424a-b36e-fe22869ba5ec,Physical bitcoin,true,true,Barter,0.2BTC,110261,175148,110342,111662,Therapist,110261,₽,110261,2022-10-11T21:06:05.923Z,1,-0.07,-1.25,https://cdn.tarkov-market.app/images/items/physical_bitcoin_(btc)_sm.png,https://tarkov-market.com/item/physical_bitcoin_(btc),https://escapefromtarkov.fandom.com/wiki/Physical_bitcoin,https://cdn.tarkov-market.app/images/items/physical_bitcoin_(btc)_sm.png,https://cdn.tarkov-market.app/images/items/physical_bitcoin_(btc)_lg.png,59faff1d86f7746c51718c9c,true,https://www.patreon.com/tarkov_market,,
dd066bf7-377a-446a-8de7-6e6ee1321772,Documents case,false,true,Containers,Docs,400000,167469,409876,405047,Therapist,105505,₽,105505,2022-10-11T20:27:06.293Z,2,-2.41,-1.25,https://cdn.tarkov-market.app/images/items/documents_case_sm.png,https://tarkov-market.com/item/documents_case,https://escapefromtarkov.gamepedia.com/Documents_case,https://cdn.tarkov-market.app/images/items/documents_case_sm.png,https://cdn.tarkov-market.app/images/items/documents_case_lg.png,590c60fc86f77412b13fddcf,true,https://www.patreon.com/tarkov_market,,
4e17db7f-678f-46ff-9502-ce9e79d566bb,Medicine case,false,true,Containers,Medicine,730000,366106,759500,734972,Therapist,230647,₽,230647,2022-10-11T20:43:24.439Z,9,-3.88,-0.68,https://cdn.tarkov-market.app/images/items/meds_case_sm.png,https://tarkov-market.com/item/meds_case,https://escapefromtarkov.fandom.com/wiki/Medicine_case,https://cdn.tarkov-market.app/images/items/meds_case_sm.png,https://cdn.tarkov-market.app/images/items/meds_case_lg.png,5aafbcd986f7745e590fff23,true,https://www.patreon.com/tarkov_market,,
8a44cb7c-38c3-4b9c-aba8-893180091bdf,Bronze lion,false,true,Barter,Lion,111111,162935,112082,110637,Therapist,102649,₽,102649,2022-10-11T21:00:51.851Z,6,-0.87,0.43,https://cdn.tarkov-market.app/images/items/bronze_lion_sm.png,https://tarkov-market.com/item/bronze_lion,https://escapefromtarkov.gamepedia.com/Bronze_lion,https://cdn.tarkov-market.app/images/items/bronze_lion_sm.png,https://cdn.tarkov-market.app/images/items/bronze_lion_lg.png,59e3639286f7741777737013,true,https://www.patreon.com/tarkov_market,,
44ae1d9d-1bf6-4015-9995-a9cb2fea53fb,T H I C C item case,true,false,Containers,T H I C C,3100000,3100000,3100000,3100000,Therapist,1953000,₽,1953000,2021-12-10T08:48:52.092Z,15,0,0,https://cdn.tarkov-market.app/images/items/t_h_i_c_c_items_case_sm.png,https://tarkov-market.com/item/t_h_i_c_c_items_case,https://escapefromtarkov.gamepedia.com/T_H_I_C_C_Items_case,https://cdn.tarkov-market.app/images/items/t_h_i_c_c_items_case_sm.png,https://cdn.tarkov-market.app/images/items/t_h_i_c_c_items_case_lg.png,5c0a840b86f7742ffa4f2482,true,https://www.patreon.com/tarkov_market,,
36f30c05-7865-409c-bad2-cc309fca4bd3,Kiba Arms outer door key,false,true,Keys,KIBA outer,53333,70000,118097,99883,Therapist,44100,₽,44100,2022-10-11T21:11:35.566Z,1,-54.84,-46.6,https://cdn.tarkov-market.app/images/items/key_to_kiba_store_outlet_sm.png,https://tarkov-market.com/item/key_to_kiba_store_outlet,https://escapefromtarkov.fandom.com/wiki/Kiba_Arms_outer_door_key,https://cdn.tarkov-market.app/images/items/key_to_kiba_store_outlet_sm.png,https://cdn.tarkov-market.app/images/items/key_to_kiba_store_outlet_lg.png,5ad5d7d286f77450166e0a89,true,https://www.patreon.com/tarkov_market,Interchange,
fb7e9a19-7029-4076-83a6-f913c3c8e9f8,"""Fierce Hatchling"" moonshine",false,true,Provisions,Moonshine,240000,200000,240071,241482,Therapist,126000,₽,126000,2022-10-11T20:04:39.153Z,2,-0.03,-0.61,https://cdn.tarkov-market.app/images/items/fierce_hatchling_moonshine_sm.png,https://tarkov-market.com/item/fierce_hatchling_moonshine,https://escapefromtarkov.gamepedia.com/%22Fierce_Hatchling%22_moonshine,https://cdn.tarkov-market.app/images/items/fierce_hatchling_moonshine_sm.png,https://cdn.tarkov-market.app/images/items/fierce_hatchling_moonshine_lg.png,5d1b376e86f774252519444e,true,https://www.patreon.com/tarkov_market,Drinks,
c760ea3c-b3b6-4b9f-83d7-5302b3f084f7,Graphics card,false,true,Barter,GPU,198999,198000,176200,177522,Therapist,124740,₽,124740,2022-10-11T20:32:07.074Z,2,12.94,12.1,https://cdn.tarkov-market.app/images/items/graphics_card_sm.png,https://tarkov-market.com/item/graphics_card,https://escapefromtarkov.gamepedia.com/Graphics_card,https://cdn.tarkov-market.app/images/items/graphics_card_sm.png,https://cdn.tarkov-market.app/images/items/graphics_card_lg.png,57347ca924597744596b4e71,true,https://www.patreon.com/tarkov_market,,
e2b6d801-51f5-49d2-b6da-b8cb526d8a62,Key tool,false,true,Containers,Key tool,1250000,748453,906563,926522,Therapist,471525,₽,471525,2022-10-11T20:07:22.659Z,1,37.88,34.91,https://cdn.tarkov-market.app/images/items/keytool_sm.png,https://tarkov-market.com/item/keytool,https://escapefromtarkov.fandom.com/wiki/Key_tool,https://cdn.tarkov-market.app/images/items/keytool_sm.png,https://cdn.tarkov-market.app/images/items/keytool_lg.png,59fafd4b86f7745ca07e1232,true,https://www.patreon.com/tarkov_market,,
c5b08816-9967-4705-9e4d-84e7fec311b6,Health Resort west wing room 219 key,false,true,Keys,W219 San,49000,40000,63198,70770,Therapist,25200,₽,25200,2022-10-11T20:42:03.384Z,1,-22.47,-30.76,https://cdn.tarkov-market.app/images/items/west_wing_room_219_key_sm.png,https://tarkov-market.com/item/west_wing_room_219_key,https://escapefromtarkov.fandom.com/wiki/Health_Resort_west_wing_room_219_key,https://cdn.tarkov-market.app/images/items/west_wing_room_219_key_sm.png,https://cdn.tarkov-market.app/images/items/west_wing_room_219_key_lg.png,5a13ef0686f7746e5a411744,true,https://www.patreon.com/tarkov_market,Shoreline,
7dcee9c6-2886-42a8-8c13-8ba3affb5141,Corrugated hose,false,true,Barter,Hose,12000,12201,20261,20973,Therapist,7687,₽,7687,2022-10-11T20:21:09.203Z,2,-40.77,-42.78,https://cdn.tarkov-market.app/images/items/corrugated_hose_sm.png,https://tarkov-market.com/item/corrugated_hose,https://escapefromtarkov.gamepedia.com/Corrugated_hose,https://cdn.tarkov-market.app/images/items/corrugated_hose_sm.png,https://cdn.tarkov-market.app/images/items/corrugated_hose_lg.png,59e35cbb86f7741778269d83,true,https://www.patreon.com/tarkov_market,,
28ac76b3-69dd-4db9-9b09-6ac2c6d496ab,S I C C organizational pouch,false,false,Containers,S I C C,750000,750000,750000,750000,Therapist,472500,₽,472500,2022-09-25T23:12:55.188Z,2,0,0,https://cdn.tarkov-market.app/images/items/small_s_i_c_c_case_sm.png,https://tarkov-market.com/item/small_s_i_c_c_case,https://escapefromtarkov.fandom.com/wiki/S_I_C_C_organizational_pouch,https://cdn.tarkov-market.app/images/items/small_s_i_c_c_case_sm.png,https://cdn.tarkov-market.app/images/items/small_s_i_c_c_case_lg.png,5d235bb686f77443f4331278,true,https://www.patreon.com/tarkov_market,,
b888fad6-7f3a-412c-b272-f59cde556263,Magazine case,false,true,Containers,Magazines,182000,235000,180032,180413,Therapist,148050,₽,148050,2022-10-11T20:02:55.146Z,6,1.09,0.88,https://cdn.tarkov-market.app/images/items/magazine_case_sm.png,https://tarkov-market.com/item/magazine_case,https://escapefromtarkov.gamepedia.com/Magazine_case,https://cdn.tarkov-market.app/images/items/magazine_case_sm.png,https://cdn.tarkov-market.app/images/items/magazine_case_lg.png,5c127c4486f7745625356c13,true,https://www.patreon.com/tarkov_market,,
a42a8c0a-ff57-4cc1-b654-2ce313c53f33,TerraGroup Labs keycard (Yellow),false,true,Keys,Yellow,5500,45000,5500,5500,Therapist,28350,₽,28350,2022-10-08T13:34:24.497Z,1,0,0,https://cdn.tarkov-market.app/images/items/lab._yellow_keycard_sm.png,https://tarkov-market.com/item/lab._yellow_keycard,https://escapefromtarkov.fandom.com/wiki/TerraGroup_Labs_keycard_(Yellow),https://cdn.tarkov-market.app/images/items/lab._yellow_keycard_sm.png,https://cdn.tarkov-market.app/images/items/lab._yellow_keycard_lg.png,5c1d0d6d86f7744bb2683e1f,true,https://www.patreon.com/tarkov_market,The_Lab,
4eea4ded-3828-4a33-8657-4c76baed7ec8,Factory emergency exit key,false,true,Keys,Factory,88000,50000,79115,84029,Therapist,31500,₽,31500,2022-10-11T20:08:04.549Z,1,11.23,4.73,https://cdn.tarkov-market.app/images/items/factory_exit_key_sm.png,https://tarkov-market.com/item/factory_exit_key,https://escapefromtarkov.fandom.com/wiki/Factory_emergency_exit_key,https://cdn.tarkov-market.app/images/items/factory_exit_key_sm.png,https://cdn.tarkov-market.app/images/items/factory_exit_key_lg.png,5448ba0b4bdc2d02308b456c,true,https://www.patreon.com/tarkov_market,Factory,
7466a495-55bf-4390-974c-2d30dcc0024d,TerraGroup Labs keycard (Violet),false,false,Keys,Violet,300000,300000,300000,300000,Therapist,189000,₽,189000,2022-09-15T23:49:12.060Z,1,0,0,https://cdn.tarkov-market.app/images/items/lab._violet_keycard_sm.png,https://tarkov-market.com/item/lab._violet_keycard,https://escapefromtarkov.fandom.com/wiki/TerraGroup_Labs_keycard_(Violet),https://cdn.tarkov-market.app/images/items/lab._violet_keycard_sm.png,https://cdn.tarkov-market.app/images/items/lab._violet_keycard_lg.png,5c1e495a86f7743109743dfb,true,https://www.patreon.com/tarkov_market,The_Lab,
bc590d25-8050-4dba-848a-ba85e45e64aa,Health Resort east wing room 226 key,false,true,Keys,E226 San,43000,38300,63278,61433,Therapist,24129,₽,24129,2022-10-11T20:17:24.853Z,1,-32.05,-30.01,https://cdn.tarkov-market.app/images/items/east_wing_room_226_key_sm.png,https://tarkov-market.com/item/east_wing_room_226_key,https://escapefromtarkov.fandom.com/wiki/Health_Resort_east_wing_room_226_key,https://cdn.tarkov-market.app/images/items/east_wing_room_226_key_sm.png,https://cdn.tarkov-market.app/images/items/east_wing_room_226_key_lg.png,5a13f35286f77413ef1436b0,true,https://www.patreon.com/tarkov_market,Shoreline,
01da4b32-c57f-4c85-bcdf-a3c7a796cad4,Car battery,false,true,Barter,Car batt.,46000,61563,43000,42403,Therapist,38785,₽,38785,2022-10-11T20:46:42.495Z,6,6.98,8.48,https://cdn.tarkov-market.app/images/items/car_battery_sm.png,https://tarkov-market.com/item/car_battery,https://escapefromtarkov.gamepedia.com/Car_battery,https://cdn.tarkov-market.app/images/items/car_battery_sm.png,https://cdn.tarkov-market.app/images/items/car_battery_lg.png,5733279d245977289b77ec24,true,https://www.patreon.com/tarkov_market,,
0e60570c-edea-4527-ac38-a285a570d95d,FP-100 filter absorber,false,true,Barter,FP-100,100000,82000,91376,86767,Therapist,51660,₽,51660,2022-10-11T19:46:37.096Z,9,9.44,15.25,https://cdn.tarkov-market.app/images/items/fp-100_filter_absorber_sm.png,https://tarkov-market.com/item/fp-100_filter_absorber,https://escapefromtarkov.gamepedia.com/FP-100_filter_absorber,https://cdn.tarkov-market.app/images/items/fp-100_filter_absorber_sm.png,https://cdn.tarkov-market.app/images/items/fp-100_filter_absorber_lg.png,5d1b2f3f86f774252167a52c,true,https://www.patreon.com/tarkov_market,,
d3136656-6d68-4dfc-a1f4-170fea6a237f,6-STEN-140-M military battery,false,true,Barter,Tank battery,190000,330000,220321,222157,Therapist,207900,₽,207900,2022-10-11T20:48:10.076Z,8,-13.76,-14.47,https://cdn.tarkov-market.app/images/items/6-sten-140-m_military_battery_sm.png,https://tarkov-market.com/item/6-sten-140-m_military_battery,https://escapefromtarkov.gamepedia.com/6-STEN-140-M_military_battery,https://cdn.tarkov-market.app/images/items/6-sten-140-m_military_battery_sm.png,https://cdn.tarkov-market.app/images/items/6-sten-140-m_military_battery_lg.png,5d03794386f77420415576f5,true,https://www.patreon.com/tarkov_market,,
da801361-759c-458e-8d5f-12765a3c06ca,TerraGroup Labs keycard (Black),false,false,Keys,Black,75000,75000,75000,75000,Therapist,47250,₽,47250,2022-09-16T02:50:03.981Z,1,0,0,https://cdn.tarkov-market.app/images/items/lab._black_keycard_sm.png,https://tarkov-market.com/item/lab._black_keycard,https://escapefromtarkov.fandom.com/wiki/TerraGroup_Labs_keycard_(Black),https://cdn.tarkov-market.app/images/items/lab._black_keycard_sm.png,https://cdn.tarkov-market.app/images/items/lab._black_keycard_lg.png,5c1d0f4986f7744bb01837fa,true,https://www.patreon.com/tarkov_market,The_Lab,
a7f7568c-61fb-437e-9f71-06e58aae26ba,LEDX Skin Transilluminator,false,true,Barter,LEDX,885000,485000,821437,822568,Therapist,305550,₽,305550,2022-10-11T20:21:38.135Z,1,7.74,7.59,https://cdn.tarkov-market.app/images/items/ledx_skin_transilluminator_sm.png,https://tarkov-market.com/item/ledx_skin_transilluminator,https://escapefromtarkov.gamepedia.com/LEDX_Skin_Transilluminator,https://cdn.tarkov-market.app/images/items/ledx_skin_transilluminator_sm.png,https://cdn.tarkov-market.app/images/items/ledx_skin_transilluminator_lg.png,5c0530ee86f774697952d952,true,https://www.patreon.com/tarkov_market,,
305e1f6a-11e4-470f-ab92-b086909ad0bb,TerraGroup Labs keycard (Green),false,false,Keys,Green,80000,80000,80000,80000,Therapist,50400,₽,50400,2022-09-23T09:32:22.270Z,1,0,0,https://cdn.tarkov-market.app/images/items/lab._green_keycard_sm.png,https://tarkov-market.com/item/lab._green_keycard,https://escapefromtarkov.fandom.com/wiki/TerraGroup_Labs_keycard_(Green),https://cdn.tarkov-market.app/images/items/lab._green_keycard_sm.png,https://cdn.tarkov-market.app/images/items/lab._green_keycard_lg.png,5c1d0dc586f7744baf2e7b79,true,https://www.patreon.com/tarkov_market,The_Lab,
df5b7b68-8ffd-416b-a582-43edc6104a8a,TerraGroup Labs keycard (Red),false,true,Keys,Red,9999,800000,9999,9999,Therapist,504000,₽,504000,2022-10-09T15:41:27.296Z,1,0,0,https://cdn.tarkov-market.app/images/items/lab._red_keycard_sm.png,https://tarkov-market.com/item/lab._red_keycard,https://escapefromtarkov.fandom.com/wiki/TerraGroup_Labs_keycard_(Red),https://cdn.tarkov-market.app/images/items/lab._red_keycard_sm.png,https://cdn.tarkov-market.app/images/items/lab._red_keycard_lg.png,5c1d0efb86f7744baf2e7b7b,true,https://www.patreon.com/tarkov_market,The_Lab,
9cec59ab-63a6-4110-8d66-f5d52dd3d2b1,RB-RH key,false,true,Keys,RB-RH,41000,65000,44258,47465,Therapist,40950,₽,40950,2022-10-11T20:31:42.192Z,1,-7.36,-13.62,https://cdn.tarkov-market.app/images/items/RB-RH_key_sm.png,https://tarkov-market.com/item/RB-RH_key,https://escapefromtarkov.gamepedia.com/RB-RH_key,https://cdn.tarkov-market.app/images/items/RB-RH_key_sm.png,https://cdn.tarkov-market.app/images/items/RB-RH_key_lg.png,5da5cdcd86f774529238fb9b,true,https://www.patreon.com/tarkov_market,Reserve,
5b52d1ca-896d-4082-8af6-e21e75e9c033,RB-ST key,false,true,Keys,RB-ST,94999,55000,92252,100716,Therapist,34650,₽,34650,2022-10-11T21:08:00.611Z,1,2.98,-5.68,https://cdn.tarkov-market.app/images/items/RB-ST_key_sm.png,https://tarkov-market.com/item/RB-ST_key,https://escapefromtarkov.gamepedia.com/RB-ST_key,https://cdn.tarkov-market.app/images/items/RB-ST_key_sm.png,https://cdn.tarkov-market.app/images/items/RB-ST_key_lg.png,5d9f1fa686f774726974a992,true,https://www.patreon.com/tarkov_market,Reserve,
5c9bfa96-0595-49e7-a5f1-132a36aec62a,RB-PSP2 key,false,true,Keys,RB-PSP2,99999,50000,167778,127138,Therapist,31500,₽,31500,2022-10-11T20:58:08.857Z,1,-40.4,-21.35,https://cdn.tarkov-market.app/images/items/RB-PSP2_Key_sm.png,https://tarkov-market.com/item/RB-PSP2_Key,https://escapefromtarkov.fandom.com/wiki/RB-PSP2_key,https://cdn.tarkov-market.app/images/items/RB-PSP2_Key_sm.png,https://cdn.tarkov-market.app/images/items/RB-PSP2_Key_lg.png,5d95d6fa86f77424484aa5e9,true,https://www.patreon.com/tarkov_market,Reserve,
bfd5fbab-3955-46cb-9eb7-368c17d08b79,RB-SMP key,false,true,Keys,RB-SMP,400000,50000,414198,533354,Therapist,31500,₽,31500,2022-10-11T20:14:52.845Z,1,-3.43,-25,https://cdn.tarkov-market.app/images/items/RB-SMP_key_sm.png,https://tarkov-market.com/item/RB-SMP_key,https://escapefromtarkov.gamepedia.com/RB-SMP_key,https://cdn.tarkov-market.app/images/items/RB-SMP_key_sm.png,https://cdn.tarkov-market.app/images/items/RB-SMP_key_lg.png,5d947d3886f774447b415893,true,https://www.patreon.com/tarkov_market,Reserve,
793065c9-c8e6-4486-8cf2-5d2becc57058,RB-KSM key,false,true,Keys,RB-KSM,650000,50000,664870,550469,Therapist,31500,₽,31500,2022-10-11T19:33:22.011Z,1,-2.24,18.08,https://cdn.tarkov-market.app/images/items/RB-KSM_key_sm.png,https://tarkov-market.com/item/RB-KSM_key,https://escapefromtarkov.gamepedia.com/RB-KSM_key,https://cdn.tarkov-market.app/images/items/RB-KSM_key_sm.png,https://cdn.tarkov-market.app/images/items/RB-KSM_key_lg.png,5d947d4e86f774447b415895,true,https://www.patreon.com/tarkov_market,Reserve,
4416489c-3163-4265-beef-1c8df3dd68ee,RB-KORL key,false,true,Keys,RB-KORL,35666,40000,53056,51048,Therapist,25200,₽,25200,2022-10-11T20:53:39.753Z,1,-32.78,-30.13,https://cdn.tarkov-market.app/images/items/RB-KORL_key_sm.png,https://tarkov-market.com/item/RB-KORL_key,https://escapefromtarkov.gamepedia.com/RB-KORL_key,https://cdn.tarkov-market.app/images/items/RB-KORL_key_sm.png,https://cdn.tarkov-market.app/images/items/RB-KORL_key_lg.png,5d8e0db586f7744450412a42,true,https://www.patreon.com/tarkov_market,Reserve,
8d6f3f73-528d-4340-b6f9-cff161a466e2,RB-ORB3 key,false,true,Keys,RB-ORB3,466666,77000,572694,471313,Therapist,48510,₽,48510,2022-10-11T20:37:14.394Z,1,-18.51,-0.99,https://cdn.tarkov-market.app/images/items/RB-ORB3_key_sm.png,https://tarkov-market.com/item/RB-ORB3_key,https://escapefromtarkov.gamepedia.com/RB-ORB3_key,https://cdn.tarkov-market.app/images/items/RB-ORB3_key_sm.png,https://cdn.tarkov-market.app/images/items/RB-ORB3_key_lg.png,5d80cd1a86f77402aa362f42,true,https://www.patreon.com/tarkov_market,Reserve,
